ATDNNR,Country,Subdivision,Site,PlotCode,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,Owner/contact
2041,Venezuela,Amazonas,Caño San Miguel,CSM_01,,2.58,-67.12,1,single,10,Gerardo Aymard
2043,Peru,Quillabamba,Chahuares,CHAH_01,815,-12.65,-72.53,0.5,single,10,"Isau Huamantupa, Kyle Dexter, Toby Pennington"
2044,Peru,Maranon,GotasDeAgua1,GDAQ_01,732,-5.68,-78.77,0.5,single,10,"José Luis Marcelo Pena, Kyle Dexter, Toby Pennington"
2045,Peru,Maranon,GotasDeAgua2,GDAQ_02,748,-5.68,-78.76,0.5,single,10,"José Luis Marcelo Pena, Kyle Dexter, Toby Pennington"
2046,Peru,Junin,Puerto Ocopa 1,PUOC_01,484,-11.13,-74.21,0.5,single,10,"José Luis Marcelo Pena, Kyle Dexter, Toby Pennington"
2047,Peru,Junin,Puerto Ocopa 2,PUOC_02,602,-11.12,-74.21,0.5,single,10,"José Luis Marcelo Pena, Kyle Dexter, Toby Pennington"
2048,Peru,Tarapoto,Tarapoto1,TARA_01,472,-6.74,-76.3,0.5,single,10,"José Luis Marcelo Pena, Kyle Dexter, Reynaldo Linares-Palomino, Toby Pennington"
2049,Peru,Tarapoto,Tarapoto2,TARA_02,554,-6.73,-76.3,0.5,single,10,"José Luis Marcelo Pena, Kyle Dexter, Reynaldo Linares-Palomino, Toby Pennington"
2051,Brazil,Amazonas,Rio Cuiuni,CUI_IG1,,-0.42,-63.08,1,single,10,"Florian Wittmann, Maite Piedade, Jochen Schöngart, Adriano Quaresma, Layon Demarchi, Aline Lopes, Bianca Weiss Albuquerque"
2052,Brazil,Amazonas,Rio Cuiuni,CUI_IG2,,-0.43,-63.07,1,single,10,"Florian Wittmann, Maite Piedade, Jochen Schöngart, Adriano Quaresma, Layon Demarchi, Aline Lopes, Bianca Weiss Albuquerque"
2053,Brazil,Amazonas,Rio Cuiuni,CUI_IG3,,-0.46,-63.1,0.5,single,10,"Florian Wittmann, Maite Piedade, Jochen Schöngart, Adriano Quaresma, Layon Demarchi, Aline Lopes, Bianca Weiss Albuquerque"
2054,Brazil,Amazonas,PARNA Jau,JAU_IG01,,-1.83,-61.62,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2055,Brazil,Amazonas,PARNA Jau,JAU_IG02,,-1.83,-61.62,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2056,Brazil,Amazonas,PARNA Jau,JAU_IG03,,-1.84,-61.62,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2057,Brazil,Amazonas,PARNA Jau,JAU_IG04,,-1.86,-61.59,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2058,Brazil,Amazonas,PARNA Jau,JAU_IG05,,-1.86,-61.59,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2059,Brazil,Amazonas,PARNA Jau,JAU_IG06,,-1.88,-61.59,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2060,Brazil,Amazonas,PARNA Jau,JAU_IG07,,-1.85,-61.59,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2061,Brazil,Amazonas,PARNA Jau,JAU_IG08,,-1.82,-61.63,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2062,Brazil,Amazonas,PARNA Jau,JAU_IG09,,-1.9,-61.46,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2063,Brazil,Amazonas,PARNA Jau,JAU_IG10,,-1.95,-61.45,1,single,10,"Maite Piedade, Florian Wittmann, Jochen Schöngart, Daniel Aguiar, Aline Lopes, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Bruno Cintra"
2064,Brazil,Amazonas,RDS Uatumã Plot C1,RDS_C1,,-2.11,-59.01,1,single,10,"Maite Piedade, Jochen Schöngart, Florian Wittmann, Adriano Quaresma, Yuri Feitosa, Layon Demarchi, Bruno Cintra, Boris Villa"
2065,Brazil,Amazonas,RDS Uatumã Plot C2,RDS_C2,,-2.11,-59.01,1,single,10,"Maite Piedade, Jochen Schöngart, Florian Wittmann, Adriano Quaresma, Yuri Feitosa, Layon Demarchi, Bruno Cintra, Boris Villa"
2066,Brazil,Amazonas,RDS Uatumã Plot C3,RDS_C3,,-2.11,-59.01,1,single,10,"Maite Piedade, Jochen Schöngart, Florian Wittmann, Adriano Quaresma, Yuri Feitosa, Layon Demarchi, Bruno Cintra, Boris Villa"
2067,Brazil,Amazonas,RDS Uatumã Plot C4,RDS_C4,,-2.11,-59.01,1,single,10,"Maite Piedade, Jochen Schöngart, Florian Wittmann, Adriano Quaresma, Yuri Feitosa, Layon Demarchi, Bruno Cintra, Boris Villa"
2068,Brazil,Amazonas,RDS Uatumã Plot C5,RDS_C5,,-2.11,-59.01,1,single,10,"Maite Piedade, Jochen Schöngart, Florian Wittmann, Adriano Quaresma, Yuri Feitosa, Layon Demarchi, Bruno Cintra, Boris Villa"
2069,Brazil,Amazonas,RDS Uatumã Plot C6,RDS_C6,,-2.11,-59.01,1,single,10,"Maite Piedade, Jochen Schöngart, Florian Wittmann, Adriano Quaresma, Yuri Feitosa, Layon Demarchi, Bruno Cintra, Boris Villa"
2070,Brazil,Amazonas,RDS Uatumã Plot IG1,RDS_IG1,,-2.13,-59.03,1,single,10,"Jochen Schöngart, Maite Piedade, Florian Wittmann, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Maira Rocha, Boris Villa"
2071,Brazil,Amazonas,RDS Uatumã Plot IG2,RDS_IG2,,-2.15,-59.04,1,single,10,"Jochen Schöngart, Maite Piedade, Florian Wittmann, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Maira Rocha, Boris Villa"
2072,Brazil,Amazonas,RDS Uatumã Plot IG3,RDS_IG3,,-2.13,-59.03,1,single,10,"Jochen Schöngart, Maite Piedade, Florian Wittmann, Adriano Quaresma, Layon Demarchi, Yuri Feitosa, Maira Rocha, Boris Villa"
2073,Brazil,Amazonas,"RDS Tupe, Rio Negro",TUPE_C1,,-2.59,-60.14,0.75,single,10,"Layon Demarchi, Maite Piedade, Veridiana Vizoni Scudeller"
2074,Brazil,Amazonas,"RDS Tupe, Rio Negro",TUPE_C2,,-2.59,-60.13,0.75,single,10,"Layon Demarchi, Maite Piedade, Veridiana Vizoni Scudeller"
2075,Brazil,Amazonas,"RDS Tupe, Rio Negro",TUPE_C3,,-2.58,-60.13,0.75,single,10,"Layon Demarchi, Maite Piedade, Veridiana Vizoni Scudeller"
2076,Colombia,Casanare,La Visión,CASA_PII_2,98,5.67,-70.15,1,single,10,"Pablo Stevenson, Sasha Cárdenas"
2077,Colombia,Casanare,La Visión,CASA_PIV_1,104,5.67,-70.11,1,single,10,"Pablo Stevenson, Sasha Cárdenas"
2078,Colombia,Vichada,Reserva Tomo Grande,TOMO_PI_4,115,4.82,-70.26,1,single,10,"Pablo Stevenson, Luisa Casas"
2079,Colombia,Vichada,Reserva Tomo Grande,TOMO_PI_5,111,4.83,-70.25,1,single,10,"Pablo Stevenson, Luisa Casas"
2080,Colombia,Vichada,Reserva Tomo Grande,TOMO_TF_1,123,4.84,-70.27,1,single,10,"Pablo Stevenson, Diego Correa"
2081,Colombia,Vichada,Reserva Tomo Grande,TOMO_TF_2,132,4.84,-70.28,1,single,10,"Pablo Stevenson, Diego Correa"
2082,Colombia,Vichada,Reserva Tomo Grande,TOMO_TF_3,126,4.84,-70.26,1,single,10,"Pablo Stevenson, Diego Correa"
2085,Colombia,Guainía,Guainía,CAR,,3.93,-68.13,1,single,10,"Dairon Cárdenas, Nicolás Castaño Arboleda"
2087,Colombia,Amazonas ,"Corregimiento de La Chorrera. Cabildo Capitanía, San Isidro. Gran Resguardo Predio Putumayo. ",CH2,,-1.43,-72.76,1,single,10,"Dairon Cárdenas, Nicolás Castaño Arboleda"
2090,Colombia,Caquetá ,Municipio de Morelia,DIE,,1.4,-75.73,1,single,10,"Dairon Cárdenas, Nicolás Castaño Arboleda"
2091,Colombia,Guaviare,"Municipio de San José del Guaviare, vereda Sabanas de La Fuga. Predio privado ubicado en cercanías a la desembocadura del caño La Fuga",FU1,,2.76,-72.29,1,single,10,"Dairon Cárdenas, Nicolás Castaño Arboleda"
2092,Colombia,Caquetá ,Municipio de San Vicente del Caguán. Vereda de Guacamayas ,GU1,,2.35,-74.9,1,single,10,"Dairon Cárdenas, Nicolás Castaño Arboleda"
2108,Colombia,Amazonas,Purite,TP_PURITE,,-3.6,-69.92,1,combi,10,Nicolás Castaño Arboleda
2109,Colombia,Amazonas,Sucu,TP_SUCU,,-3.25,-70.06,1,combi,10,Nicolás Castaño Arboleda
2110,Brazil,Amazonas,Lago Badajós,LG_BAD_01,,-3.46,-62.78,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2111,Brazil,Amazonas,Lago Badajós,LG_BAD_02,,-3.46,-62.76,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2112,Brazil,Amazonas,Lago Badajós,LG_BAD_03,,-3.45,-62.74,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2113,Brazil,Amazonas,Lago Badajós,LG_BAD_04,,-3.46,-62.7,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2114,Brazil,Amazonas,Lago Badajós,LG_BAD_05,,-3.48,-62.64,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2115,Brazil,Amazonas,Lago Badajós,LG_BAD_06,,-3.48,-62.7,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2116,Brazil,Amazonas,Lago Badajós,LG_BAD_07,,-3.51,-62.64,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2117,Brazil,Amazonas,Lago Badajós,LG_BAD_08,,-3.51,-62.63,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2118,Brazil,Amazonas,Lago Badajós,LG_BAD_09,,-3.5,-62.6,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2119,Brazil,Amazonas,Lago Badajós,LG_BAD_10,,-3.59,-62.61,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2120,Brazil,Amazonas,Lago Badajós,LG_BAD_11,,-3.57,-62.56,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2121,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_01,,-3.3,-58.96,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2122,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_02,,-3.23,-59.09,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2123,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_03,,-3.27,-59.07,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2124,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_04,,-3.22,-59.11,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2125,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_05,,-3.4,-58.83,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2126,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_06,,-3.18,-59.15,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2127,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_07,,-3.37,-58.79,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2128,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_08,,-3.34,-58.87,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2129,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_09,,-3.33,-58.9,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2130,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_10,,-3.21,-59.04,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2131,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_11,,-3.23,-59.07,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2132,Brazil,Amazonas,"Novo Remanso, Paranã da Eva, Foz Rio Madeira",MAD_AM_12,,-3.24,-59.07,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2133,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_01,,-4.13,-61.91,0.375,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2134,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_02,,-4.13,-61.89,0.375,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2135,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_03,,-4.15,-61.89,0.3125,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2136,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_04,,-4.16,-61.91,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2137,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_05,,-4.15,-61.79,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2138,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_06,,-4.17,-61.79,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2139,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_07,,-4.22,-61.75,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2140,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_08,,-4.25,-61.77,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2141,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_09,,-4.12,-62.06,0.3125,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2142,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_10,,-4.27,-61.83,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2143,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_11,,-4.28,-61.87,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2144,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_12,,-4.27,-61.92,0.375,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2145,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_13,,-4.28,-61.89,0.375,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2146,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_14,,-4.26,-61.94,0.375,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2147,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_15,,-4.36,-61.91,0.375,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2148,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_17,,-4.26,-61.93,0.3125,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2149,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_18,,-4.33,-61.87,0.375,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2150,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_19,,-4.26,-61.76,0.3125,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2151,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_20,,-4.29,-61.86,0.375,single,10,"Bruno Garcia Luize, Rafael Leandro de Assis, Florian Wittmann, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2152,Brazil,Amazonas,"Baixo Purus, Reserva de Desenvolvimento Sustentável Piagaçú-Purus",RDS_PP_21,,-4.28,-61.81,0.3125,single,10,"Bruno Garcia Luize, Eduardo Martins Venticinque, Thiago Sanna Freire Silva, Evlyn Márcia Moraes de Leão Novo"
2156,Guyana,Upper Takutu-Upper Essequibo,Iwokrama 21,IWO_21,139,4.62,-58.72,1,single,10,Roel Brienen
2157,Guyana,Upper Takutu-Upper Essequibo,Iwokrama 22,IWO_22,97,4.63,-58.74,1,single,10,Roel Brienen
2158,Bolivia,Santa Cruz,La Chonta 13,LCH_13,381,-15.68,-62.78,1,single,10,Nataly Ascarrunz
2159,Bolivia,Santa Cruz,La Chonta 16,LCH_16,364,-15.68,-62.78,1,single,10,Nataly Ascarrunz
2160,Brazil,Acre,"Tres Vertentes, Acrelandia",TRV_01,,-9.74,-67.07,1,single,10,William Balee
2161,Brazil,Amapá,National Forest of Amapá LO1-0500,AP_LO1-0500,112,0.97,-51.62,0.987412,single,1,"José Julio de Toledo, Renato Richard Hilário"
2162,Brazil,Amapá,National Forest of Amapá LO1-2500,AP_LO1-2500,124,0.97,-51.64,0.9900019,single,1,"José Julio de Toledo, Renato Richard Hilário"
2163,Brazil,Amapá,National Forest of Amapá LO2-0500,AP_LO2-0500,99,0.98,-51.62,1.0472705,single,1,"José Julio de Toledo, Renato Richard Hilário"
2164,Brazil,Amapá,National Forest of Amapá LO2-2500,AP_LO2-2500,129,0.98,-51.64,1.0169866,single,1,"José Julio de Toledo, Renato Richard Hilário"
2165,Brazil,Amapá,National Forest of Amapá LO2-4500,AP_LO2-4500,124,0.98,-51.66,0.9956156,single,1,"José Julio de Toledo, Renato Richard Hilário"
2166,Brazil,Pará,"Santarem, B261 T8",SAN_03,171,-3.03,-55.01,1,combined,10,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2170,Brazil,Pará,"Santarem, B363 T3",SAN_05,132,-3.3,-54.96,0.5,combined,10,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2171,Brazil,Pará,"Santarem, B363 T4",SAN_04,185,-3.35,-54.97,1,combined,10,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2176,Brazil,Pará,"Santarem, B399 T3",SAN_06,125,-3.5,-54.83,0.5,combined,10,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2178,Brazil,Pará,"Santarem, BExtraSTM T1",SAN_02,198,-2.93,-54.97,0.75,combined,10,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2181,Brazil,Pará,"Santarem, BExtraSTM T4",SAN_01,191,-2.87,-54.97,0.5,combined,10,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2183,Brazil,Pará,"Paragominas, B549 T1",PAR_02,100,-3.79,-48.53,1,combined,10,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2184,Brazil,Pará,"Paragominas, B549 T2",PAR_03,115,-3.77,-48.51,1,combined,10,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2185,Brazil,Pará,"Paragominas, B549 T3",PAR_01,114,-3.73,-48.5,1.25,combined,10,"Erika Berenguer, Jos Barlow, Joice Ferreira, Toby Gardner"
2196,Ecuador,Orellana,Yasuni CTFS 25ha plot,YAS_25,260,-0.65,-76.4,25,single,10,Renato Valencia
2197,Venezuela,Bolivar,Rio Madajano,RMAD_P013,333,5.14,-64.49,1,single,10,Hernan Castellanos
2198,Venezuela,Bolivar,Rio Madajano,RMAD_P014,322,5.13,-64.49,1,single,10,Hernan Castellanos
2199,Venezuela,Bolivar,Rio Madajano,RMAD_P015,280,5.15,-64.5,1,single,10,Hernan Castellanos
2200,Venezuela,Bolivar,Rio Madajano,RMAD_P016,306,5.16,-64.5,1,single,10,Hernan Castellanos
2201,Venezuela,Bolivar,Rio Erebato,RERE_P032,277,5.52,-64.61,1,single,10,Hernan Castellanos
2202,Venezuela,Bolivar,Rio Erebato,RERE_P033,302,5.53,-64.61,1,single,10,Hernan Castellanos
2203,Brazil,Amapá,Cajari River Extractive Reserve,AAjuruxi-VZ,8,-0.69,-52.09,1.2,single,10,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2204,Brazil,Amapá,Cajari River Extractive Reserve,AMarinho-TF,94,-0.55,-52.27,1.1,single,10,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2205,Brazil,Amapá,Cajari River Extractive Reserve,BAjuruxi-VZ,11,-0.65,-51.78,1.175,single,10,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2206,Brazil,Amapá,Cajari River Extractive Reserve,CMartins-TF,147,-0.55,-52.27,1.2,single,10,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2207,Brazil,Amapá,Cajari River Extractive Reserve,Daniel-SF,110,-0.65,-51.78,1.075,single,10,"Marcelino Carneiro Guedes, Janaina Costa, José Julio de Toledo"
2208,Brazil,Amapá,Cajari River Extractive Reserve,K7-SF,87,-0.32,-51.94,1.025,single,10,"Marcelino Carneiro Guedes, Janaina Costa, José Julio de Toledo"
2209,Brazil,Amapá,Cajari River Extractive Reserve,Miguel-SF,110,-0.33,-51.84,1,single,10,"Marcelino Carneiro Guedes, Janaina Costa, José Julio de Toledo"
2210,Brazil,Amapá,Cajari River Extractive Reserve,NMarinho-TF,80,-0.55,-52.27,1.175,single,10,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2211,Brazil,Amapá,Cajari River Extractive Reserve,OAjuruxi-VZ,15,-0.65,-51.78,1.175,single,10,"Marcelino Carneiro Guedes, Wegliane Campello, José Julio de Toledo"
2212,Brazil,Amazonas,"Perimetral Norte Km 8 / Sítio Sr. Braulino, Benjamim Constant 2",BENCON_2,,-4.45,-70.02,1,single,10,Luiz de Souza Coelho; Juan David Revilla Cardenas; José ferreira Ramos
2213,Brazil,Amazonas,"Perimetral Norte Km 15 /  Benjamim Constant / AM, Benjamim Constant 3",BENCON_3,,-4.5,-70.03,1,single,10,Luiz de Souza Coelho; Juan David Revilla Cardenas; José ferreira Ramos
2214,Brazil,Amazonas,"Perimetral Norte Km 12 / Benjamim Constant, Benjamim Constant 4",BENCON_4,,-4.49,-70.01,1,single,10,Luiz de Souza Coelho; Juan David Revilla Cardenas; José ferreira Ramos
